CustomerID,Segment,Priority,Recency,Frequency,Monetary
13786,High Value At Risk,P1 - Immediate Retention,367,6,3358.94
15538,High Value At Risk,P1 - Immediate Retention,538,6,3358.3999999999996
16351,High Value At Risk,P1 - Immediate Retention,333,13,3330.0299999999997
14161,High Value At Risk,P1 - Immediate Retention,216,7,3318.88
13214,High Value At Risk,P1 - Immediate Retention,418,7,3264.23
15057,High Value At Risk,P1 - Immediate Retention,275,5,3255.96
12770,High Value At Risk,P1 - Immediate Retention,211,2,3246.45
14669,High Value At Risk,P1 - Immediate Retention,242,7,3243.93
15353,High Value At Risk,P1 - Immediate Retention,255,7,3175.95
13052,High Value At Risk,P1 - Immediate Retention,212,7,3168.53
12976,High Value At Risk,P1 - Immediate Retention,212,8,3156.38
15614,High Value At Risk,P1 - Immediate Retention,438,4,3147.36
17145,High Value At Risk,P1 - Immediate Retention,513,4,3120.91
12511,High Value At Risk,P1 - Immediate Retention,429,1,3084.02
12469,High Value At Risk,P1 - Immediate Retention,523,2,3070.54
13485,High Value At Risk,P1 - Immediate Retention,233,11,3019.2200000000003
13963,High Value At Risk,P1 - Immediate Retention,308,17,3011.87
12754,High Value At Risk,P1 - Immediate Retention,236,3,3010.74
14590,High Value At Risk,P1 - Immediate Retention,425,20,3006.62
17032,High Value At Risk,P1 - Immediate Retention,548,8,3004.6
16736,High Value At Risk,P1 - Immediate Retention,506,5,2956.56
15235,High Value At Risk,P1 - Immediate Retention,218,16,2937.81
15100,High Value At Risk,P1 - Immediate Retention,334,7,2894.7
13501,High Value At Risk,P1 - Immediate Retention,288,3,2885.11
12806,High Value At Risk,P1 - Immediate Retention,435,4,2878.96
16467,High Value At Risk,P1 - Immediate Retention,509,7,2869.16
14935,High Value At Risk,P1 - Immediate Retention,297,2,2849.83
16163,High Value At Risk,P1 - Immediate Retention,232,6,2849.58
13205,High Value At Risk,P1 - Immediate Retention,443,1,2803.2
16335,High Value At Risk,P1 - Immediate Retention,552,7,2774.0
15817,High Value At Risk,P1 - Immediate Retention,421,3,2766.4
12982,High Value At Risk,P1 - Immediate Retention,243,8,2744.81
17241,High Value At Risk,P1 - Immediate Retention,385,12,2744.14
12986,High Value At Risk,P1 - Immediate Retention,429,10,2729.84
12725,High Value At Risk,P1 - Immediate Retention,371,4,2694.56
14496,High Value At Risk,P1 - Immediate Retention,312,7,2668.23
13819,High Value At Risk,P1 - Immediate Retention,302,6,2642.35
12671,High Value At Risk,P1 - Immediate Retention,606,1,2622.481
14195,High Value At Risk,P1 - Immediate Retention,202,6,2615.6
14431,High Value At Risk,P1 - Immediate Retention,303,4,2614.2
14564,High Value At Risk,P1 - Immediate Retention,435,2,2605.62
13151,High Value At Risk,P1 - Immediate Retention,296,3,2580.7400000000002
16244,High Value At Risk,P1 - Immediate Retention,212,2,2579.38
16499,High Value At Risk,P1 - Immediate Retention,360,8,2578.34
17550,High Value At Risk,P1 - Immediate Retention,197,9,2547.64
17465,High Value At Risk,P1 - Immediate Retention,426,7,2542.79
16889,High Value At Risk,P1 - Immediate Retention,195,6,2530.9
12978,High Value At Risk,P1 - Immediate Retention,385,5,2502.82
16202,High Value At Risk,P1 - Immediate Retention,361,9,2501.9900000000002
16795,High Value At Risk,P1 - Immediate Retention,365,3,2492.39
14256,High Value At Risk,P1 - Immediate Retention,260,5,2473.9900000000002
13762,High Value At Risk,P1 - Immediate Retention,219,5,2472.48
17732,High Value At Risk,P1 - Immediate Retention,373,8,2470.39
15221,High Value At Risk,P1 - Immediate Retention,366,4,2465.4500000000003
15077,High Value At Risk,P1 - Immediate Retention,495,2,2428.08
12733,High Value At Risk,P1 - Immediate Retention,234,4,2424.87
15658,High Value At Risk,P1 - Immediate Retention,190,8,2423.4700000000003
16812,High Value At Risk,P1 - Immediate Retention,361,4,2392.0
16105,High Value At Risk,P1 - Immediate Retention,249,5,2386.19
16065,High Value At Risk,P1 - Immediate Retention,365,8,2382.62
15015,High Value At Risk,P1 - Immediate Retention,501,13,2365.02
17113,High Value At Risk,P1 - Immediate Retention,574,6,2322.59
14938,High Value At Risk,P1 - Immediate Retention,562,2,2322.43
15946,High Value At Risk,P1 - Immediate Retention,503,3,2304.18
13059,High Value At Risk,P1 - Immediate Retention,250,10,2303.17
18095,High Value At Risk,P1 - Immediate Retention,313,5,2303.09
16077,High Value At Risk,P1 - Immediate Retention,626,1,2300.4
13371,High Value At Risk,P1 - Immediate Retention,505,2,2297.66
18051,High Value At Risk,P1 - Immediate Retention,634,7,2282.28
15638,High Value At Risk,P1 - Immediate Retention,379,6,2265.2
16823,High Value At Risk,P1 - Immediate Retention,227,7,2260.09
13407,High Value At Risk,P1 - Immediate Retention,579,3,2244.7
15629,High Value At Risk,P1 - Immediate Retention,450,4,2240.9
13478,High Value At Risk,P1 - Immediate Retention,469,5,2215.78
15476,High Value At Risk,P1 - Immediate Retention,380,4,2209.98
15934,High Value At Risk,P1 - Immediate Retention,418,2,2190.66
17822,High Value At Risk,P1 - Immediate Retention,420,5,2188.5
15649,High Value At Risk,P1 - Immediate Retention,336,4,2170.35
12501,High Value At Risk,P1 - Immediate Retention,337,1,2169.39
15944,High Value At Risk,P1 - Immediate Retention,277,4,2164.24
18009,High Value At Risk,P1 - Immediate Retention,235,8,2155.83
16275,High Value At Risk,P1 - Immediate Retention,197,3,2151.11
18239,High Value At Risk,P1 - Immediate Retention,219,6,2150.36
16716,High Value At Risk,P1 - Immediate Retention,267,3,2149.6800000000003
16004,High Value At Risk,P1 - Immediate Retention,475,5,2146.39
13152,High Value At Risk,P1 - Immediate Retention,417,7,2146.38
12687,High Value At Risk,P1 - Immediate Retention,481,2,2138.91
17305,High Value At Risk,P1 - Immediate Retention,649,1,2135.46
14634,High Value At Risk,P1 - Immediate Retention,438,4,2124.46
15456,High Value At Risk,P1 - Immediate Retention,283,10,2119.27
14399,High Value At Risk,P1 - Immediate Retention,394,8,2113.16
14469,High Value At Risk,P1 - Immediate Retention,416,4,2112.21
12975,High Value At Risk,P1 - Immediate Retention,437,6,2100.09
16510,High Value At Risk,P1 - Immediate Retention,372,6,2100.0
13753,High Value At Risk,P1 - Immediate Retention,288,4,2094.57
14896,High Value At Risk,P1 - Immediate Retention,205,8,2092.42
15151,High Value At Risk,P1 - Immediate Retention,423,2,2085.61
18026,High Value At Risk,P1 - Immediate Retention,501,2,2074.07
16290,High Value At Risk,P1 - Immediate Retention,465,4,2069.3
14988,High Value At Risk,P1 - Immediate Retention,212,7,2066.6
18258,High Value At Risk,P1 - Immediate Retention,464,6,2059.67
16176,High Value At Risk,P1 - Immediate Retention,421,4,2052.69
13874,High Value At Risk,P1 - Immediate Retention,358,7,2049.15
14000,High Value At Risk,P1 - Immediate Retention,211,5,2046.3400000000001
12585,High Value At Risk,P1 - Immediate Retention,234,2,2040.1
16331,High Value At Risk,P1 - Immediate Retention,432,6,2037.7
14225,High Value At Risk,P1 - Immediate Retention,435,4,2037.02
12873,High Value At Risk,P1 - Immediate Retention,282,3,2027.3
13696,High Value At Risk,P1 - Immediate Retention,422,3,2020.4
16197,High Value At Risk,P1 - Immediate Retention,469,9,2016.71
17152,High Value At Risk,P1 - Immediate Retention,195,4,2016.5
16529,High Value At Risk,P1 - Immediate Retention,190,4,2012.0
13693,High Value At Risk,P1 - Immediate Retention,374,9,2011.82
16698,High Value At Risk,P1 - Immediate Retention,227,2,1998.0
15481,High Value At Risk,P1 - Immediate Retention,401,1,1993.34
12582,High Value At Risk,P1 - Immediate Retention,239,4,1980.4
16032,High Value At Risk,P1 - Immediate Retention,456,6,1970.45
15789,High Value At Risk,P1 - Immediate Retention,358,6,1962.01
17039,High Value At Risk,P1 - Immediate Retention,604,1,1954.99
16993,High Value At Risk,P1 - Immediate Retention,464,2,1950.9499999999998
15425,High Value At Risk,P1 - Immediate Retention,400,4,1944.57
12385,High Value At Risk,P1 - Immediate Retention,379,1,1938.4
16619,High Value At Risk,P1 - Immediate Retention,264,4,1938.33
14492,High Value At Risk,P1 - Immediate Retention,430,7,1921.91
18220,High Value At Risk,P1 - Immediate Retention,227,6,1921.76
16692,High Value At Risk,P1 - Immediate Retention,256,4,1914.6999999999998
15248,High Value At Risk,P1 - Immediate Retention,411,3,1893.93
16631,High Value At Risk,P1 - Immediate Retention,482,7,1892.52
15381,High Value At Risk,P1 - Immediate Retention,214,5,1890.5700000000002
14130,High Value At Risk,P1 - Immediate Retention,319,4,1882.67
16725,High Value At Risk,P1 - Immediate Retention,302,14,1882.11
16917,High Value At Risk,P1 - Immediate Retention,277,2,1857.83
14870,High Value At Risk,P1 - Immediate Retention,262,6,1838.95
16152,High Value At Risk,P1 - Immediate Retention,269,1,1829.04
16797,High Value At Risk,P1 - Immediate Retention,393,5,1827.77
13561,High Value At Risk,P1 - Immediate Retention,216,11,1820.72
15736,High Value At Risk,P1 - Immediate Retention,435,2,1815.72
16634,High Value At Risk,P1 - Immediate Retention,223,6,1814.61
15972,High Value At Risk,P1 - Immediate Retention,456,5,1810.27
17165,High Value At Risk,P1 - Immediate Retention,284,6,1794.32
14850,High Value At Risk,P1 - Immediate Retention,312,7,1794.01
13711,High Value At Risk,P1 - Immediate Retention,219,9,1792.26
12369,High Value At Risk,P1 - Immediate Retention,413,3,1791.15
18214,High Value At Risk,P1 - Immediate Retention,531,4,1780.34
13920,High Value At Risk,P1 - Immediate Retention,432,4,1774.68
16124,High Value At Risk,P1 - Immediate Retention,317,4,1772.49
14933,High Value At Risk,P1 - Immediate Retention,444,4,1770.0
13648,High Value At Risk,P1 - Immediate Retention,400,8,1764.02
15777,High Value At Risk,P1 - Immediate Retention,241,7,1762.61
16087,High Value At Risk,P1 - Immediate Retention,389,5,1739.92
13531,High Value At Risk,P1 - Immediate Retention,205,6,1738.52
14304,High Value At Risk,P1 - Immediate Retention,223,3,1725.01
16010,High Value At Risk,P1 - Immediate Retention,246,11,1724.06
13665,High Value At Risk,P1 - Immediate Retention,386,3,1711.6599999999999
15607,High Value At Risk,P1 - Immediate Retention,337,9,1708.97
16329,High Value At Risk,P1 - Immediate Retention,428,4,1703.07
15911,High Value At Risk,P1 - Immediate Retention,624,8,1702.34
15326,High Value At Risk,P1 - Immediate Retention,334,5,1700.52
12932,High Value At Risk,P1 - Immediate Retention,539,8,1698.56
12764,High Value At Risk,P1 - Immediate Retention,317,1,1693.88
14245,High Value At Risk,P1 - Immediate Retention,220,2,1693.45
13294,High Value At Risk,P1 - Immediate Retention,190,3,1689.53
12813,High Value At Risk,P1 - Immediate Retention,502,3,1687.8
15732,High Value At Risk,P1 - Immediate Retention,212,10,1682.07
12911,High Value At Risk,P1 - Immediate Retention,552,1,1680.47
13800,High Value At Risk,P1 - Immediate Retention,310,3,1679.56
13649,High Value At Risk,P1 - Immediate Retention,257,6,1678.88
12870,High Value At Risk,P1 - Immediate Retention,375,3,1676.95
14831,High Value At Risk,P1 - Immediate Retention,680,3,1676.57
15167,High Value At Risk,P1 - Immediate Retention,321,5,1659.67
16625,High Value At Risk,P1 - Immediate Retention,275,5,1654.03
18085,High Value At Risk,P1 - Immediate Retention,330,4,1645.75
15013,High Value At Risk,P1 - Immediate Retention,488,10,1641.3
13506,High Value At Risk,P1 - Immediate Retention,316,5,1639.2
13554,High Value At Risk,P1 - Immediate Retention,380,7,1638.28
15310,High Value At Risk,P1 - Immediate Retention,479,1,1634.64
16256,High Value At Risk,P1 - Immediate Retention,267,3,1629.37
13154,High Value At Risk,P1 - Immediate Retention,399,3,1624.84
14695,High Value At Risk,P1 - Immediate Retention,519,3,1620.07
15422,High Value At Risk,P1 - Immediate Retention,323,7,1619.97
17814,High Value At Risk,P1 - Immediate Retention,375,2,1617.32
16860,High Value At Risk,P1 - Immediate Retention,453,3,1610.62
17853,High Value At Risk,P1 - Immediate Retention,407,3,1608.19
14920,High Value At Risk,P1 - Immediate Retention,213,3,1607.17
13740,High Value At Risk,P1 - Immediate Retention,241,5,1597.77
12514,High Value At Risk,P1 - Immediate Retention,267,2,1597.76
13239,High Value At Risk,P1 - Immediate Retention,262,5,1594.69
17028,High Value At Risk,P1 - Immediate Retention,581,3,1593.83
13156,High Value At Risk,P1 - Immediate Retention,385,3,1586.54
16096,High Value At Risk,P1 - Immediate Retention,264,4,1584.97
15279,High Value At Risk,P1 - Immediate Retention,355,5,1580.54
13202,High Value At Risk,P1 - Immediate Retention,394,7,1580.3
12549,High Value At Risk,P1 - Immediate Retention,576,6,1575.68
13337,High Value At Risk,P1 - Immediate Retention,546,1,1575.26
14489,High Value At Risk,P1 - Immediate Retention,207,4,1574.93
14136,High Value At Risk,P1 - Immediate Retention,401,5,1570.81
17851,High Value At Risk,P1 - Immediate Retention,422,6,1563.34
12629,High Value At Risk,P1 - Immediate Retention,386,2,1558.22
13042,High Value At Risk,P1 - Immediate Retention,598,3,1556.54
13360,High Value At Risk,P1 - Immediate Retention,432,4,1553.65
13377,High Value At Risk,P1 - Immediate Retention,397,2,1552.88
14186,High Value At Risk,P1 - Immediate Retention,427,5,1550.63
12926,High Value At Risk,P1 - Immediate Retention,411,4,1548.46
17454,High Value At Risk,P1 - Immediate Retention,192,10,1547.94
13783,High Value At Risk,P1 - Immediate Retention,488,4,1542.09
12818,High Value At Risk,P1 - Immediate Retention,262,1,1542.08
15798,High Value At Risk,P1 - Immediate Retention,493,3,1535.37
16714,High Value At Risk,P1 - Immediate Retention,219,4,1529.8
17610,High Value At Risk,P1 - Immediate Retention,540,5,1529.49
14068,High Value At Risk,P1 - Immediate Retention,320,4,1528.3700000000001
17990,High Value At Risk,P1 - Immediate Retention,237,6,1527.6100000000001
14220,High Value At Risk,P1 - Immediate Retention,247,4,1515.0
13370,High Value At Risk,P1 - Immediate Retention,372,1,1509.74
16037,High Value At Risk,P1 - Immediate Retention,270,5,1509.34
18074,High Value At Risk,P1 - Immediate Retention,374,2,1509.04
14802,High Value At Risk,P1 - Immediate Retention,438,2,1502.98
15590,High Value At Risk,P1 - Immediate Retention,382,5,1496.6
15882,High Value At Risk,P1 - Immediate Retention,199,8,1495.98
15173,High Value At Risk,P1 - Immediate Retention,381,7,1494.6
16314,High Value At Risk,P1 - Immediate Retention,390,3,1491.4
16980,High Value At Risk,P1 - Immediate Retention,255,3,1473.3300000000002
16586,High Value At Risk,P1 - Immediate Retention,249,3,1462.78
17978,High Value At Risk,P1 - Immediate Retention,365,4,1461.76
18106,High Value At Risk,P1 - Immediate Retention,330,6,1461.46
17582,High Value At Risk,P1 - Immediate Retention,236,5,1450.7
13361,High Value At Risk,P1 - Immediate Retention,472,2,1450.5
15876,High Value At Risk,P1 - Immediate Retention,409,2,1449.1399999999999
13543,High Value At Risk,P1 - Immediate Retention,634,2,1439.6100000000001
16088,High Value At Risk,P1 - Immediate Retention,576,2,1437.43
16727,High Value At Risk,P1 - Immediate Retention,364,4,1437.42
12805,High Value At Risk,P1 - Immediate Retention,382,4,1434.95
12389,High Value At Risk,P1 - Immediate Retention,403,3,1433.33
13475,High Value At Risk,P1 - Immediate Retention,191,4,1431.78
18071,High Value At Risk,P1 - Immediate Retention,258,6,1428.63
17438,High Value At Risk,P1 - Immediate Retention,254,5,1422.77
16926,High Value At Risk,P1 - Immediate Retention,371,5,1421.35
15223,High Value At Risk,P1 - Immediate Retention,226,5,1417.95
17496,High Value At Risk,P1 - Immediate Retention,359,4,1412.89
17908,High Value At Risk,P1 - Immediate Retention,374,5,1411.54
17714,High Value At Risk,P1 - Immediate Retention,321,5,1410.18
16854,High Value At Risk,P1 - Immediate Retention,417,2,1408.96
14909,High Value At Risk,P1 - Immediate Retention,437,3,1404.68
12765,High Value At Risk,P1 - Immediate Retention,472,6,1404.58
18202,High Value At Risk,P1 - Immediate Retention,200,3,1396.99
16129,High Value At Risk,P1 - Immediate Retention,407,3,1396.05
16300,High Value At Risk,P1 - Immediate Retention,430,3,1392.43
15141,High Value At Risk,P1 - Immediate Retention,458,7,1388.47
13382,High Value At Risk,P1 - Immediate Retention,281,5,1387.58
16167,High Value At Risk,P1 - Immediate Retention,414,5,1386.1200000000001
14899,High Value At Risk,P1 - Immediate Retention,395,1,1384.88
13572,High Value At Risk,P1 - Immediate Retention,206,1,1384.25
15580,High Value At Risk,P1 - Immediate Retention,377,8,1381.19
15751,High Value At Risk,P1 - Immediate Retention,461,11,1380.44
13074,High Value At Risk,P1 - Immediate Retention,511,4,1378.74
17150,High Value At Risk,P1 - Immediate Retention,377,6,1375.65
14316,High Value At Risk,P1 - Immediate Retention,422,5,1370.34
12533,High Value At Risk,P1 - Immediate Retention,628,2,1367.89
14114,High Value At Risk,P1 - Immediate Retention,274,7,1364.09
15347,High Value At Risk,P1 - Immediate Retention,366,4,1363.6
16588,High Value At Risk,P1 - Immediate Retention,386,4,1361.28
12591,High Value At Risk,P1 - Immediate Retention,317,3,1352.15
14320,High Value At Risk,P1 - Immediate Retention,207,5,1346.75
16222,High Value At Risk,P1 - Immediate Retention,318,2,1345.22
12426,High Value At Risk,P1 - Immediate Retention,195,2,1345.21
17499,High Value At Risk,P1 - Immediate Retention,290,2,1341.39
12711,High Value At Risk,P1 - Immediate Retention,612,2,1339.05
13803,High Value At Risk,P1 - Immediate Retention,255,3,1338.91
14956,High Value At Risk,P1 - Immediate Retention,421,1,1325.0
16894,High Value At Risk,P1 - Immediate Retention,502,3,1324.06
12960,High Value At Risk,P1 - Immediate Retention,414,4,1322.07
13497,High Value At Risk,P1 - Immediate Retention,283,6,1320.33
16296,High Value At Risk,P1 - Immediate Retention,626,4,1313.67
16756,High Value At Risk,P1 - Immediate Retention,215,7,1312.3700000000001
12639,High Value At Risk,P1 - Immediate Retention,239,3,1312.37
13855,High Value At Risk,P1 - Immediate Retention,501,4,1310.3400000000001
13328,High Value At Risk,P1 - Immediate Retention,316,1,1308.48
16377,High Value At Risk,P1 - Immediate Retention,267,2,1308.48
16282,High Value At Risk,P1 - Immediate Retention,340,3,1307.58
15813,High Value At Risk,P1 - Immediate Retention,208,2,1303.9099999999999
16943,High Value At Risk,P1 - Immediate Retention,212,5,1299.49
14479,High Value At Risk,P1 - Immediate Retention,254,4,1299.11
18286,High Value At Risk,P1 - Immediate Retention,477,2,1296.43
13440,High Value At Risk,P1 - Immediate Retention,423,7,1295.25
14619,High Value At Risk,P1 - Immediate Retention,246,2,1291.24
15171,High Value At Risk,P1 - Immediate Retention,331,1,1289.5
14679,High Value At Risk,P1 - Immediate Retention,382,3,1289.44
16608,High Value At Risk,P1 - Immediate Retention,454,2,1288.72
14821,High Value At Risk,P1 - Immediate Retention,367,7,1286.45
17142,High Value At Risk,P1 - Immediate Retention,239,4,1283.75
13443,High Value At Risk,P1 - Immediate Retention,449,6,1280.16
17862,High Value At Risk,P1 - Immediate Retention,324,4,1279.09
13243,High Value At Risk,P1 - Immediate Retention,203,5,1278.04
14478,High Value At Risk,P1 - Immediate Retention,382,4,1276.66
13916,High Value At Risk,P1 - Immediate Retention,464,4,1275.81
14490,High Value At Risk,P1 - Immediate Retention,406,2,1273.47
17132,High Value At Risk,P1 - Immediate Retention,452,2,1272.8
17478,High Value At Risk,P1 - Immediate Retention,408,2,1272.8
15439,High Value At Risk,P1 - Immediate Retention,405,4,1269.05
17531,High Value At Risk,P1 - Immediate Retention,190,3,1266.82
17635,High Value At Risk,P1 - Immediate Retention,424,3,1265.58
13065,High Value At Risk,P1 - Immediate Retention,373,5,1260.91
17343,High Value At Risk,P1 - Immediate Retention,355,6,1259.94
12402,High Value At Risk,P1 - Immediate Retention,323,6,1256.9
15064,High Value At Risk,P1 - Immediate Retention,410,4,1254.41
15441,High Value At Risk,P1 - Immediate Retention,396,3,1254.21
