CustomerID,Segment,Priority,Recency,Frequency,Monetary
12891,Growth Potential,P3 - Upsell Opportunity,186,11,840.5
16875,Growth Potential,P3 - Upsell Opportunity,67,11,4234.53
14410,Growth Potential,P3 - Upsell Opportunity,92,11,2651.14
17802,Growth Potential,P3 - Upsell Opportunity,82,10,5053.12
12455,Growth Potential,P3 - Upsell Opportunity,73,10,5879.95
15095,Growth Potential,P3 - Upsell Opportunity,104,10,3141.64
14307,Growth Potential,P3 - Upsell Opportunity,89,10,5071.03
17921,Growth Potential,P3 - Upsell Opportunity,64,10,2423.5
14844,Growth Potential,P3 - Upsell Opportunity,64,10,6702.43
13722,Growth Potential,P3 - Upsell Opportunity,132,10,5635.41
15299,Growth Potential,P3 - Upsell Opportunity,67,10,7991.54
17409,Growth Potential,P3 - Upsell Opportunity,185,10,7793.51
13611,Growth Potential,P3 - Upsell Opportunity,89,10,3319.53
15569,Growth Potential,P3 - Upsell Opportunity,104,10,3586.35
15410,Growth Potential,P3 - Upsell Opportunity,84,10,4685.72
14201,Growth Potential,P3 - Upsell Opportunity,60,10,1193.54
15483,Growth Potential,P3 - Upsell Opportunity,161,10,862.2
17572,Growth Potential,P3 - Upsell Opportunity,71,10,723.01
13397,Growth Potential,P3 - Upsell Opportunity,73,10,3191.87
13869,Growth Potential,P3 - Upsell Opportunity,123,10,8111.57
14609,Growth Potential,P3 - Upsell Opportunity,72,10,1486.2
14978,Growth Potential,P3 - Upsell Opportunity,72,10,3142.14
14918,Growth Potential,P3 - Upsell Opportunity,116,9,5955.81
14514,Growth Potential,P3 - Upsell Opportunity,61,9,4598.9800000000005
17897,Growth Potential,P3 - Upsell Opportunity,173,9,2585.0
18251,Growth Potential,P3 - Upsell Opportunity,87,9,26278.86
15002,Growth Potential,P3 - Upsell Opportunity,116,9,4817.28
15164,Growth Potential,P3 - Upsell Opportunity,69,9,2068.92
17774,Growth Potential,P3 - Upsell Opportunity,97,9,3328.05
15841,Growth Potential,P3 - Upsell Opportunity,73,9,2742.41
15912,Growth Potential,P3 - Upsell Opportunity,178,9,1074.7
15938,Growth Potential,P3 - Upsell Opportunity,112,9,734.81
14651,Growth Potential,P3 - Upsell Opportunity,67,9,2034.1200000000001
14535,Growth Potential,P3 - Upsell Opportunity,60,9,6030.7300000000005
13249,Growth Potential,P3 - Upsell Opportunity,92,9,1608.93
16209,Growth Potential,P3 - Upsell Opportunity,89,9,4146.78
16182,Growth Potential,P3 - Upsell Opportunity,72,9,9971.65
16500,Growth Potential,P3 - Upsell Opportunity,5,9,843.9100000000001
14235,Growth Potential,P3 - Upsell Opportunity,75,9,4717.99
14257,Growth Potential,P3 - Upsell Opportunity,64,9,5954.45
17126,Growth Potential,P3 - Upsell Opportunity,152,9,2070.44
17083,Growth Potential,P3 - Upsell Opportunity,109,9,4049.79
16233,Growth Potential,P3 - Upsell Opportunity,71,9,1965.71
14224,Growth Potential,P3 - Upsell Opportunity,110,9,1897.9
14147,Growth Potential,P3 - Upsell Opportunity,78,9,2590.2
15596,Growth Potential,P3 - Upsell Opportunity,101,9,3130.04
16104,Growth Potential,P3 - Upsell Opportunity,62,9,2778.61
13799,Growth Potential,P3 - Upsell Opportunity,117,9,2803.57
13771,Growth Potential,P3 - Upsell Opportunity,64,9,5728.82
15625,Growth Potential,P3 - Upsell Opportunity,104,9,3236.4
14078,Growth Potential,P3 - Upsell Opportunity,102,9,1692.6299999999999
15673,Growth Potential,P3 - Upsell Opportunity,88,9,6414.79
17204,Growth Potential,P3 - Upsell Opportunity,175,9,5504.6900000000005
15304,Growth Potential,P3 - Upsell Opportunity,61,9,919.5500000000001
15306,Growth Potential,P3 - Upsell Opportunity,64,9,3484.73
16400,Growth Potential,P3 - Upsell Opportunity,95,9,3159.44
12510,Growth Potential,P3 - Upsell Opportunity,143,9,5178.02
12530,Growth Potential,P3 - Upsell Opportunity,60,9,3759.26
14460,Growth Potential,P3 - Upsell Opportunity,110,9,1093.5
17667,Growth Potential,P3 - Upsell Opportunity,66,9,3950.7
12609,Growth Potential,P3 - Upsell Opportunity,78,9,3435.86
13748,Growth Potential,P3 - Upsell Opportunity,96,9,2268.35
16158,Growth Potential,P3 - Upsell Opportunity,522,9,628.32
15107,Growth Potential,P3 - Upsell Opportunity,311,9,940.35
15255,Growth Potential,P3 - Upsell Opportunity,67,9,3729.42
17027,Growth Potential,P3 - Upsell Opportunity,79,9,1327.1100000000001
16984,Growth Potential,P3 - Upsell Opportunity,88,9,10754.8
13259,Growth Potential,P3 - Upsell Opportunity,62,9,1433.38
14548,Growth Potential,P3 - Upsell Opportunity,151,9,2627.49
14837,Growth Potential,P3 - Upsell Opportunity,90,9,3460.32
17800,Growth Potential,P3 - Upsell Opportunity,37,9,1199.01
14409,Growth Potential,P3 - Upsell Opportunity,71,9,3756.09
14472,Growth Potential,P3 - Upsell Opportunity,104,9,2228.22
12868,Growth Potential,P3 - Upsell Opportunity,186,8,2247.06
13549,Growth Potential,P3 - Upsell Opportunity,26,8,1005.8
17284,Growth Potential,P3 - Upsell Opportunity,60,8,2793.16
15030,Growth Potential,P3 - Upsell Opportunity,72,8,1979.91
17849,Growth Potential,P3 - Upsell Opportunity,218,8,1063.76
14916,Growth Potential,P3 - Upsell Opportunity,71,8,3042.95
14798,Growth Potential,P3 - Upsell Opportunity,53,8,724.31
17591,Growth Potential,P3 - Upsell Opportunity,73,8,2776.67
13562,Growth Potential,P3 - Upsell Opportunity,82,8,4838.18
18093,Growth Potential,P3 - Upsell Opportunity,93,8,4452.71
12457,Growth Potential,P3 - Upsell Opportunity,66,8,2995.91
12464,Growth Potential,P3 - Upsell Opportunity,10,8,1212.05
14414,Growth Potential,P3 - Upsell Opportunity,92,8,2399.33
15400,Growth Potential,P3 - Upsell Opportunity,92,8,1302.3
14584,Growth Potential,P3 - Upsell Opportunity,169,8,1747.91
16419,Growth Potential,P3 - Upsell Opportunity,113,8,1487.42
13240,Growth Potential,P3 - Upsell Opportunity,96,8,1738.52
15889,Growth Potential,P3 - Upsell Opportunity,157,8,1806.28
17114,Growth Potential,P3 - Upsell Opportunity,6,8,808.62
13473,Growth Potential,P3 - Upsell Opportunity,61,8,2657.7599999999998
16774,Growth Potential,P3 - Upsell Opportunity,68,8,1594.45
15764,Growth Potential,P3 - Upsell Opportunity,88,8,4503.08
13873,Growth Potential,P3 - Upsell Opportunity,120,8,1038.92
15795,Growth Potential,P3 - Upsell Opportunity,150,8,1979.8700000000001
15737,Growth Potential,P3 - Upsell Opportunity,15,8,1205.1200000000001
15661,Growth Potential,P3 - Upsell Opportunity,317,8,1215.95
13085,Growth Potential,P3 - Upsell Opportunity,158,8,2433.28
16654,Growth Potential,P3 - Upsell Opportunity,141,8,1711.47
13509,Growth Potential,P3 - Upsell Opportunity,9,8,1114.72
15245,Growth Potential,P3 - Upsell Opportunity,134,8,4610.84
14364,Growth Potential,P3 - Upsell Opportunity,109,8,3717.35
13431,Growth Potential,P3 - Upsell Opportunity,67,8,3316.24
13848,Growth Potential,P3 - Upsell Opportunity,92,8,3335.0
13851,Growth Potential,P3 - Upsell Opportunity,96,8,4606.46
16593,Growth Potential,P3 - Upsell Opportunity,51,8,1071.1399999999999
16045,Growth Potential,P3 - Upsell Opportunity,120,8,3434.9300000000003
16172,Growth Potential,P3 - Upsell Opportunity,95,8,1884.55
15623,Growth Potential,P3 - Upsell Opportunity,141,8,2437.05
15810,Growth Potential,P3 - Upsell Opportunity,79,8,2999.04
15372,Growth Potential,P3 - Upsell Opportunity,137,8,6017.06
17400,Growth Potential,P3 - Upsell Opportunity,126,8,4677.05
17382,Growth Potential,P3 - Upsell Opportunity,65,8,902.28
13727,Growth Potential,P3 - Upsell Opportunity,29,8,1080.05
15379,Growth Potential,P3 - Upsell Opportunity,169,8,4877.84
15325,Growth Potential,P3 - Upsell Opportunity,104,8,1602.01
15549,Growth Potential,P3 - Upsell Opportunity,77,8,2345.96
14175,Growth Potential,P3 - Upsell Opportunity,60,8,7678.88
17560,Growth Potential,P3 - Upsell Opportunity,95,8,1895.8
15062,Growth Potential,P3 - Upsell Opportunity,71,8,2585.62
12649,Growth Potential,P3 - Upsell Opportunity,107,8,2294.65
18242,Growth Potential,P3 - Upsell Opportunity,72,8,3605.21
17997,Growth Potential,P3 - Upsell Opportunity,74,8,1970.6699999999998
14905,Growth Potential,P3 - Upsell Opportunity,158,8,1971.39
14665,Growth Potential,P3 - Upsell Opportunity,61,7,2749.65
14758,Growth Potential,P3 - Upsell Opportunity,145,7,2864.97
14693,Growth Potential,P3 - Upsell Opportunity,265,7,1165.36
17889,Growth Potential,P3 - Upsell Opportunity,212,7,774.87
17883,Growth Potential,P3 - Upsell Opportunity,3,7,995.85
17950,Growth Potential,P3 - Upsell Opportunity,72,7,1432.81
16755,Growth Potential,P3 - Upsell Opportunity,114,7,2900.58
13539,Growth Potential,P3 - Upsell Opportunity,86,7,1569.3600000000001
17723,Growth Potential,P3 - Upsell Opportunity,127,7,3378.4000000000005
17631,Growth Potential,P3 - Upsell Opportunity,2,7,998.49
13591,Growth Potential,P3 - Upsell Opportunity,65,7,2093.94
14512,Growth Potential,P3 - Upsell Opportunity,188,7,1223.47
12758,Growth Potential,P3 - Upsell Opportunity,117,7,9903.24
17726,Growth Potential,P3 - Upsell Opportunity,395,7,1092.06
13752,Growth Potential,P3 - Upsell Opportunity,124,7,1590.73
17007,Growth Potential,P3 - Upsell Opportunity,51,7,1120.1
16948,Growth Potential,P3 - Upsell Opportunity,139,7,868.77
16892,Growth Potential,P3 - Upsell Opportunity,1,7,762.1
17048,Growth Potential,P3 - Upsell Opportunity,118,7,2071.68
16330,Growth Potential,P3 - Upsell Opportunity,18,7,634.33
16253,Growth Potential,P3 - Upsell Opportunity,67,7,7310.15
12990,Growth Potential,P3 - Upsell Opportunity,31,7,955.5
15339,Growth Potential,P3 - Upsell Opportunity,66,7,1827.84
15366,Growth Potential,P3 - Upsell Opportunity,75,7,2389.08
17373,Growth Potential,P3 - Upsell Opportunity,40,7,1167.5
17562,Growth Potential,P3 - Upsell Opportunity,14,7,1122.38
17578,Growth Potential,P3 - Upsell Opportunity,218,7,1047.33
17585,Growth Potential,P3 - Upsell Opportunity,109,7,2093.3
17588,Growth Potential,P3 - Upsell Opportunity,100,7,2939.55
13979,Growth Potential,P3 - Upsell Opportunity,73,7,3416.23
14006,Growth Potential,P3 - Upsell Opportunity,116,7,2196.67
12916,Growth Potential,P3 - Upsell Opportunity,139,7,4654.0199999999995
16040,Growth Potential,P3 - Upsell Opportunity,65,7,2416.9
15985,Growth Potential,P3 - Upsell Opportunity,123,7,2715.28
16174,Growth Potential,P3 - Upsell Opportunity,126,7,2246.75
16175,Growth Potential,P3 - Upsell Opportunity,94,7,1836.44
13280,Growth Potential,P3 - Upsell Opportunity,122,7,2322.63
16906,Growth Potential,P3 - Upsell Opportunity,82,7,1448.8
15996,Growth Potential,P3 - Upsell Opportunity,88,7,1686.9
13835,Growth Potential,P3 - Upsell Opportunity,25,7,1095.27
15834,Growth Potential,P3 - Upsell Opportunity,70,7,3772.9900000000002
15800,Growth Potential,P3 - Upsell Opportunity,107,7,1242.58
15759,Growth Potential,P3 - Upsell Opportunity,218,7,830.9300000000001
16551,Growth Potential,P3 - Upsell Opportunity,96,7,2237.12
16493,Growth Potential,P3 - Upsell Opportunity,80,7,2132.09
16199,Growth Potential,P3 - Upsell Opportunity,392,7,942.75
13888,Growth Potential,P3 - Upsell Opportunity,120,7,2169.05
14021,Growth Potential,P3 - Upsell Opportunity,155,7,1716.58
16681,Growth Potential,P3 - Upsell Opportunity,73,7,1921.84
16699,Growth Potential,P3 - Upsell Opportunity,380,7,994.6
16650,Growth Potential,P3 - Upsell Opportunity,72,7,1916.11
16298,Growth Potential,P3 - Upsell Opportunity,23,7,1085.7
16306,Growth Potential,P3 - Upsell Opportunity,214,7,1192.82
16859,Growth Potential,P3 - Upsell Opportunity,145,7,1932.41
17080,Growth Potential,P3 - Upsell Opportunity,22,7,957.53
13242,Growth Potential,P3 - Upsell Opportunity,112,7,699.4
15980,Growth Potential,P3 - Upsell Opportunity,89,7,6593.68
15901,Growth Potential,P3 - Upsell Opportunity,17,7,703.22
17155,Growth Potential,P3 - Upsell Opportunity,18,7,892.46
14551,Growth Potential,P3 - Upsell Opportunity,18,7,880.04
17935,Growth Potential,P3 - Upsell Opportunity,138,7,686.14
17869,Growth Potential,P3 - Upsell Opportunity,107,7,1036.16
16430,Growth Potential,P3 - Upsell Opportunity,57,7,1117.94
16383,Growth Potential,P3 - Upsell Opportunity,75,7,2974.84
14644,Growth Potential,P3 - Upsell Opportunity,68,7,2247.72
12399,Growth Potential,P3 - Upsell Opportunity,119,7,1962.3
12409,Growth Potential,P3 - Upsell Opportunity,79,7,23419.29
14450,Growth Potential,P3 - Upsell Opportunity,181,7,1128.44
15416,Growth Potential,P3 - Upsell Opportunity,65,7,4572.82
14805,Growth Potential,P3 - Upsell Opportunity,15,7,1104.64
14855,Growth Potential,P3 - Upsell Opportunity,119,7,6520.3
14857,Growth Potential,P3 - Upsell Opportunity,60,7,3651.851
14276,Growth Potential,P3 - Upsell Opportunity,99,7,2102.68
17362,Growth Potential,P3 - Upsell Opportunity,239,7,1024.04
14976,Growth Potential,P3 - Upsell Opportunity,57,7,790.86
14396,Growth Potential,P3 - Upsell Opportunity,65,7,2121.93
17812,Growth Potential,P3 - Upsell Opportunity,13,7,1165.8899999999999
12840,Growth Potential,P3 - Upsell Opportunity,144,7,4041.97
12854,Growth Potential,P3 - Upsell Opportunity,79,7,2994.02
12802,Growth Potential,P3 - Upsell Opportunity,187,7,2416.42
15201,Growth Potential,P3 - Upsell Opportunity,87,7,1842.95
12691,Growth Potential,P3 - Upsell Opportunity,28,7,1170.4
12693,Growth Potential,P3 - Upsell Opportunity,127,7,1703.02
17029,Growth Potential,P3 - Upsell Opportunity,111,7,2137.3
17002,Growth Potential,P3 - Upsell Opportunity,86,7,2571.55
14152,Growth Potential,P3 - Upsell Opportunity,75,7,1997.3400000000001
12414,Growth Potential,P3 - Upsell Opportunity,217,6,952.41
12393,Growth Potential,P3 - Upsell Opportunity,72,6,2399.4500000000003
12412,Growth Potential,P3 - Upsell Opportunity,75,6,2596.93
12601,Growth Potential,P3 - Upsell Opportunity,190,6,681.26
14513,Growth Potential,P3 - Upsell Opportunity,101,6,788.01
14407,Growth Potential,P3 - Upsell Opportunity,107,6,2157.73
14883,Growth Potential,P3 - Upsell Opportunity,19,6,761.59
14948,Growth Potential,P3 - Upsell Opportunity,23,6,1101.97
14958,Growth Potential,P3 - Upsell Opportunity,147,6,957.9399999999999
14289,Growth Potential,P3 - Upsell Opportunity,9,6,911.26
14327,Growth Potential,P3 - Upsell Opportunity,163,6,1894.93
14264,Growth Potential,P3 - Upsell Opportunity,155,6,1517.3600000000001
14275,Growth Potential,P3 - Upsell Opportunity,396,6,1189.3799999999999
17360,Growth Potential,P3 - Upsell Opportunity,17,6,1231.3799999999999
15208,Growth Potential,P3 - Upsell Opportunity,1,6,970.52
17731,Growth Potential,P3 - Upsell Opportunity,79,6,1708.99
17640,Growth Potential,P3 - Upsell Opportunity,87,6,3168.94
13573,Growth Potential,P3 - Upsell Opportunity,50,6,916.47
13589,Growth Potential,P3 - Upsell Opportunity,15,6,1120.74
13515,Growth Potential,P3 - Upsell Opportunity,73,6,1265.82
13544,Growth Potential,P3 - Upsell Opportunity,40,6,829.0
12421,Growth Potential,P3 - Upsell Opportunity,16,6,1098.6
18268,Growth Potential,P3 - Upsell Opportunity,134,6,1490.23
14681,Growth Potential,P3 - Upsell Opportunity,71,6,875.1500000000001
14682,Growth Potential,P3 - Upsell Opportunity,188,6,1514.81
14624,Growth Potential,P3 - Upsell Opportunity,57,6,814.07
18194,Growth Potential,P3 - Upsell Opportunity,82,6,4162.04
18151,Growth Potential,P3 - Upsell Opportunity,135,6,1879.44
17874,Growth Potential,P3 - Upsell Opportunity,185,6,683.46
17955,Growth Potential,P3 - Upsell Opportunity,199,6,949.9
15976,Growth Potential,P3 - Upsell Opportunity,165,6,1746.6399999999999
17137,Growth Potential,P3 - Upsell Opportunity,416,6,1133.63
17062,Growth Potential,P3 - Upsell Opportunity,314,6,1208.22
17076,Growth Potential,P3 - Upsell Opportunity,36,6,1242.75
17081,Growth Potential,P3 - Upsell Opportunity,25,6,964.39
15535,Growth Potential,P3 - Upsell Opportunity,173,6,1087.82
17179,Growth Potential,P3 - Upsell Opportunity,178,6,1507.26
13238,Growth Potential,P3 - Upsell Opportunity,17,6,1006.63
13192,Growth Potential,P3 - Upsell Opportunity,95,6,2558.58
13223,Growth Potential,P3 - Upsell Opportunity,200,6,969.1200000000001
13134,Growth Potential,P3 - Upsell Opportunity,86,6,2475.23
15574,Growth Potential,P3 - Upsell Opportunity,178,6,1518.7
17299,Growth Potential,P3 - Upsell Opportunity,12,6,1016.08
17311,Growth Potential,P3 - Upsell Opportunity,78,6,3566.56
17320,Growth Potential,P3 - Upsell Opportunity,100,6,2895.77
17259,Growth Potential,P3 - Upsell Opportunity,148,6,1889.34
17281,Growth Potential,P3 - Upsell Opportunity,374,6,797.8499999999999
17214,Growth Potential,P3 - Upsell Opportunity,60,6,1069.1200000000001
17222,Growth Potential,P3 - Upsell Opportunity,65,6,1605.01
14127,Growth Potential,P3 - Upsell Opportunity,123,6,1900.0800000000002
14037,Growth Potential,P3 - Upsell Opportunity,176,6,836.95
16122,Growth Potential,P3 - Upsell Opportunity,73,6,1001.34
13764,Growth Potential,P3 - Upsell Opportunity,71,6,2953.26
13787,Growth Potential,P3 - Upsell Opportunity,76,6,1222.5
13723,Growth Potential,P3 - Upsell Opportunity,217,6,1209.2
15774,Growth Potential,P3 - Upsell Opportunity,69,6,1329.94
15797,Growth Potential,P3 - Upsell Opportunity,113,6,2821.08
15757,Growth Potential,P3 - Upsell Opportunity,66,6,2940.36
15704,Growth Potential,P3 - Upsell Opportunity,140,6,3817.96
13889,Growth Potential,P3 - Upsell Opportunity,93,6,1991.23
13821,Growth Potential,P3 - Upsell Opportunity,145,6,1410.73
13857,Growth Potential,P3 - Upsell Opportunity,393,6,1001.01
15850,Growth Potential,P3 - Upsell Opportunity,19,6,1058.72
15855,Growth Potential,P3 - Upsell Opportunity,137,6,1052.72
13946,Growth Potential,P3 - Upsell Opportunity,79,6,1876.23
13959,Growth Potential,P3 - Upsell Opportunity,79,6,1076.18
13900,Growth Potential,P3 - Upsell Opportunity,183,6,1610.59
16872,Growth Potential,P3 - Upsell Opportunity,77,6,1213.13
16877,Growth Potential,P3 - Upsell Opportunity,12,6,853.72
13991,Growth Potential,P3 - Upsell Opportunity,12,6,855.97
12917,Growth Potential,P3 - Upsell Opportunity,128,6,4359.2
17516,Growth Potential,P3 - Upsell Opportunity,15,6,957.55
17420,Growth Potential,P3 - Upsell Opportunity,50,6,1084.43
17371,Growth Potential,P3 - Upsell Opportunity,17,6,662.55
13019,Growth Potential,P3 - Upsell Opportunity,379,6,1229.95
12947,Growth Potential,P3 - Upsell Opportunity,144,6,1908.03
15402,Growth Potential,P3 - Upsell Opportunity,149,6,1830.54
17604,Growth Potential,P3 - Upsell Opportunity,217,6,945.9300000000001
17615,Growth Potential,P3 - Upsell Opportunity,130,6,733.2
15491,Growth Potential,P3 - Upsell Opportunity,95,6,3100.09
16261,Growth Potential,P3 - Upsell Opportunity,17,6,1059.45
16229,Growth Potential,P3 - Upsell Opportunity,87,6,2867.86
17021,Growth Potential,P3 - Upsell Opportunity,442,6,1182.22
16989,Growth Potential,P3 - Upsell Opportunity,7,6,1133.25
16955,Growth Potential,P3 - Upsell Opportunity,185,6,1309.41
17047,Growth Potential,P3 - Upsell Opportunity,85,6,2289.23
13373,Growth Potential,P3 - Upsell Opportunity,61,6,7587.1900000000005
13320,Growth Potential,P3 - Upsell Opportunity,78,6,2228.1
13330,Growth Potential,P3 - Upsell Opportunity,93,6,2806.18
13296,Growth Potential,P3 - Upsell Opportunity,137,6,792.51
13293,Growth Potential,P3 - Upsell Opportunity,392,6,1192.94
13655,Growth Potential,P3 - Upsell Opportunity,114,6,2280.51
