CustomerID,Segment,Priority,Recency,Frequency,Monetary
17857,VIP Loyal,P2 - Maintain Loyalty,4,24,28682.24
14527,VIP Loyal,P2 - Maintain Loyalty,3,122,27792.3
15513,VIP Loyal,P2 - Maintain Loyalty,33,35,27750.55
16333,VIP Loyal,P2 - Maintain Loyalty,8,22,26626.8
17865,VIP Loyal,P2 - Maintain Loyalty,31,46,26374.39
15498,VIP Loyal,P2 - Maintain Loyalty,3,44,26039.58
12731,VIP Loyal,P2 - Maintain Loyalty,24,17,25775.71
14062,VIP Loyal,P2 - Maintain Loyalty,10,24,25604.2
12744,VIP Loyal,P2 - Maintain Loyalty,52,11,25317.06
14895,VIP Loyal,P2 - Maintain Loyalty,8,38,25119.54
12621,VIP Loyal,P2 - Maintain Loyalty,2,35,24775.81
16525,VIP Loyal,P2 - Maintain Loyalty,2,48,24582.64
17920,VIP Loyal,P2 - Maintain Loyalty,4,54,24516.46
13001,VIP Loyal,P2 - Maintain Loyalty,4,33,24172.100000000002
14607,VIP Loyal,P2 - Maintain Loyalty,16,22,24137.63
12682,VIP Loyal,P2 - Maintain Loyalty,4,52,24033.91
15640,VIP Loyal,P2 - Maintain Loyalty,4,29,23957.58
16133,VIP Loyal,P2 - Maintain Loyalty,4,56,22992.260000000002
14051,VIP Loyal,P2 - Maintain Loyalty,1,37,22434.0
17340,VIP Loyal,P2 - Maintain Loyalty,30,18,22404.82
16839,VIP Loyal,P2 - Maintain Loyalty,9,44,22310.49
12540,VIP Loyal,P2 - Maintain Loyalty,20,33,22254.49
15159,VIP Loyal,P2 - Maintain Loyalty,2,34,22116.73
13340,VIP Loyal,P2 - Maintain Loyalty,45,12,22100.56
13319,VIP Loyal,P2 - Maintain Loyalty,5,58,22082.5
14667,VIP Loyal,P2 - Maintain Loyalty,11,54,21927.14
12753,VIP Loyal,P2 - Maintain Loyalty,23,6,21429.39
15615,VIP Loyal,P2 - Maintain Loyalty,10,47,21373.97
17243,VIP Loyal,P2 - Maintain Loyalty,1,69,20889.86
14866,VIP Loyal,P2 - Maintain Loyalty,11,19,20850.22
17706,VIP Loyal,P2 - Maintain Loyalty,4,31,20749.98
12433,VIP Loyal,P2 - Maintain Loyalty,1,10,20581.26
15251,VIP Loyal,P2 - Maintain Loyalty,9,21,20324.54
12477,VIP Loyal,P2 - Maintain Loyalty,23,9,20276.37
17139,VIP Loyal,P2 - Maintain Loyalty,16,25,19584.46
16843,VIP Loyal,P2 - Maintain Loyalty,43,35,19571.43
17581,VIP Loyal,P2 - Maintain Loyalty,1,43,18757.75
12557,VIP Loyal,P2 - Maintain Loyalty,16,8,18716.14
14194,VIP Loyal,P2 - Maintain Loyalty,5,36,18670.59
13113,VIP Loyal,P2 - Maintain Loyalty,1,37,18625.73
17377,VIP Loyal,P2 - Maintain Loyalty,24,78,18319.41
12357,VIP Loyal,P2 - Maintain Loyalty,33,3,18287.66
16746,VIP Loyal,P2 - Maintain Loyalty,5,42,18066.4
12647,VIP Loyal,P2 - Maintain Loyalty,22,36,17924.35
12472,VIP Loyal,P2 - Maintain Loyalty,32,19,17880.59
15078,VIP Loyal,P2 - Maintain Loyalty,7,53,17761.88
12901,VIP Loyal,P2 - Maintain Loyalty,9,28,17654.54
16652,VIP Loyal,P2 - Maintain Loyalty,59,16,17550.39
15189,VIP Loyal,P2 - Maintain Loyalty,1,46,17524.38
18172,VIP Loyal,P2 - Maintain Loyalty,15,52,17479.84
16019,VIP Loyal,P2 - Maintain Loyalty,47,27,17465.85
17416,VIP Loyal,P2 - Maintain Loyalty,30,22,17298.45
17735,VIP Loyal,P2 - Maintain Loyalty,2,26,17244.93
14277,VIP Loyal,P2 - Maintain Loyalty,15,9,17225.81
15358,VIP Loyal,P2 - Maintain Loyalty,5,42,17050.41
15125,VIP Loyal,P2 - Maintain Loyalty,25,24,17024.87
16656,VIP Loyal,P2 - Maintain Loyalty,22,30,16833.170000000002
12454,VIP Loyal,P2 - Maintain Loyalty,56,5,16679.78
13199,VIP Loyal,P2 - Maintain Loyalty,4,67,16432.89
14961,VIP Loyal,P2 - Maintain Loyalty,11,22,16410.15
13225,VIP Loyal,P2 - Maintain Loyalty,3,16,16260.07
15044,VIP Loyal,P2 - Maintain Loyalty,19,35,16204.33
14733,VIP Loyal,P2 - Maintain Loyalty,16,15,16184.97
18092,VIP Loyal,P2 - Maintain Loyalty,2,18,16179.44
17107,VIP Loyal,P2 - Maintain Loyalty,33,10,16075.42
12971,VIP Loyal,P2 - Maintain Loyalty,4,116,15972.79
17716,VIP Loyal,P2 - Maintain Loyalty,23,24,15956.97
14769,VIP Loyal,P2 - Maintain Loyalty,3,17,15771.88
14849,VIP Loyal,P2 - Maintain Loyalty,22,43,15763.45
16191,VIP Loyal,P2 - Maintain Loyalty,3,24,15688.02
13488,VIP Loyal,P2 - Maintain Loyalty,17,23,15587.88
12949,VIP Loyal,P2 - Maintain Loyalty,31,22,15526.7
15601,VIP Loyal,P2 - Maintain Loyalty,11,30,14960.12
14543,VIP Loyal,P2 - Maintain Loyalty,29,39,14906.77
16126,VIP Loyal,P2 - Maintain Loyalty,29,15,14646.800000000001
17133,VIP Loyal,P2 - Maintain Loyalty,16,12,14622.33
16873,VIP Loyal,P2 - Maintain Loyalty,5,12,14617.39
15482,VIP Loyal,P2 - Maintain Loyalty,16,19,14592.56
16713,VIP Loyal,P2 - Maintain Loyalty,19,32,14560.69
14299,VIP Loyal,P2 - Maintain Loyalty,8,27,14499.49
12583,VIP Loyal,P2 - Maintain Loyalty,3,27,14447.44
15093,VIP Loyal,P2 - Maintain Loyalty,18,23,14326.11
12476,VIP Loyal,P2 - Maintain Loyalty,16,23,14115.41
17017,VIP Loyal,P2 - Maintain Loyalty,3,29,14110.61
15005,VIP Loyal,P2 - Maintain Loyalty,16,56,14106.2
13090,VIP Loyal,P2 - Maintain Loyalty,9,24,14103.09
12714,VIP Loyal,P2 - Maintain Loyalty,9,12,14093.71
13178,VIP Loyal,P2 - Maintain Loyalty,26,21,14059.19
18223,VIP Loyal,P2 - Maintain Loyalty,5,26,14000.85
15502,VIP Loyal,P2 - Maintain Loyalty,16,14,13993.47
16558,VIP Loyal,P2 - Maintain Loyalty,1,38,13873.51
15291,VIP Loyal,P2 - Maintain Loyalty,26,40,13846.56
15382,VIP Loyal,P2 - Maintain Loyalty,15,12,13733.550000000001
12567,VIP Loyal,P2 - Maintain Loyalty,23,15,13709.86
12989,VIP Loyal,P2 - Maintain Loyalty,3,33,13551.75
13468,VIP Loyal,P2 - Maintain Loyalty,2,72,13390.51
13097,VIP Loyal,P2 - Maintain Loyalty,33,28,13389.22
16923,VIP Loyal,P2 - Maintain Loyalty,12,32,13378.36
15738,VIP Loyal,P2 - Maintain Loyalty,19,41,13372.970000000001
13629,VIP Loyal,P2 - Maintain Loyalty,23,19,13370.86
13969,VIP Loyal,P2 - Maintain Loyalty,7,35,13365.87
14049,VIP Loyal,P2 - Maintain Loyalty,17,13,13239.03
13316,VIP Loyal,P2 - Maintain Loyalty,37,10,13191.57
16549,VIP Loyal,P2 - Maintain Loyalty,10,34,13182.19
13668,VIP Loyal,P2 - Maintain Loyalty,3,35,13089.94
18225,VIP Loyal,P2 - Maintain Loyalty,3,26,13054.26
14110,VIP Loyal,P2 - Maintain Loyalty,4,33,12987.95
16161,VIP Loyal,P2 - Maintain Loyalty,2,43,12831.8
17858,VIP Loyal,P2 - Maintain Loyalty,6,30,12797.65
12683,VIP Loyal,P2 - Maintain Loyalty,4,21,12696.78
12437,VIP Loyal,P2 - Maintain Loyalty,2,39,12683.4
12451,VIP Loyal,P2 - Maintain Loyalty,11,8,12669.88
15465,VIP Loyal,P2 - Maintain Loyalty,20,32,12655.65
14040,VIP Loyal,P2 - Maintain Loyalty,41,35,12645.57
13013,VIP Loyal,P2 - Maintain Loyalty,1,29,12625.77
12536,VIP Loyal,P2 - Maintain Loyalty,43,3,12601.830000000002
16814,VIP Loyal,P2 - Maintain Loyalty,14,36,12499.710000000001
15194,VIP Loyal,P2 - Maintain Loyalty,3,28,12427.69
12474,VIP Loyal,P2 - Maintain Loyalty,17,31,12424.45
14936,VIP Loyal,P2 - Maintain Loyalty,34,12,12410.81
16000,VIP Loyal,P2 - Maintain Loyalty,3,3,12393.7
12481,VIP Loyal,P2 - Maintain Loyalty,23,15,12361.39
13050,VIP Loyal,P2 - Maintain Loyalty,15,35,12344.53
14739,VIP Loyal,P2 - Maintain Loyalty,4,25,12287.5
13854,VIP Loyal,P2 - Maintain Loyalty,9,39,12253.96
14735,VIP Loyal,P2 - Maintain Loyalty,4,56,12240.16
13418,VIP Loyal,P2 - Maintain Loyalty,12,31,12233.6
15023,VIP Loyal,P2 - Maintain Loyalty,3,20,12170.68
15144,VIP Loyal,P2 - Maintain Loyalty,8,29,12160.31
17338,VIP Loyal,P2 - Maintain Loyalty,17,17,12142.57
15555,VIP Loyal,P2 - Maintain Loyalty,12,36,12112.35
14415,VIP Loyal,P2 - Maintain Loyalty,1,23,12091.6
17364,VIP Loyal,P2 - Maintain Loyalty,1,28,12070.42
14505,VIP Loyal,P2 - Maintain Loyalty,17,19,12001.84
17044,VIP Loyal,P2 - Maintain Loyalty,25,12,11962.3
13458,VIP Loyal,P2 - Maintain Loyalty,7,16,11959.27
16258,VIP Loyal,P2 - Maintain Loyalty,45,15,11942.52
16523,VIP Loyal,P2 - Maintain Loyalty,2,28,11916.33
18226,VIP Loyal,P2 - Maintain Loyalty,44,26,11878.88
12705,VIP Loyal,P2 - Maintain Loyalty,15,14,11762.1
14426,VIP Loyal,P2 - Maintain Loyalty,24,17,11727.94
13102,VIP Loyal,P2 - Maintain Loyalty,1,37,11696.92
13004,VIP Loyal,P2 - Maintain Loyalty,12,36,11650.85
13576,VIP Loyal,P2 - Maintain Loyalty,10,28,11551.74
15218,VIP Loyal,P2 - Maintain Loyalty,11,22,11516.57
12668,VIP Loyal,P2 - Maintain Loyalty,12,10,11444.68
13680,VIP Loyal,P2 - Maintain Loyalty,1,12,11435.67
17809,VIP Loyal,P2 - Maintain Loyalty,16,20,11337.39
12539,VIP Loyal,P2 - Maintain Loyalty,22,7,11214.75
18055,VIP Loyal,P2 - Maintain Loyalty,7,14,11195.57
12524,VIP Loyal,P2 - Maintain Loyalty,9,17,11126.11
13941,VIP Loyal,P2 - Maintain Loyalty,22,15,11122.300000000001
16985,VIP Loyal,P2 - Maintain Loyalty,17,23,10923.16
14796,VIP Loyal,P2 - Maintain Loyalty,1,27,10889.64
12431,VIP Loyal,P2 - Maintain Loyalty,36,27,10857.97
16033,VIP Loyal,P2 - Maintain Loyalty,6,27,10836.13
15694,VIP Loyal,P2 - Maintain Loyalty,1,24,10810.81
18229,VIP Loyal,P2 - Maintain Loyalty,12,28,10803.710000000001
16327,VIP Loyal,P2 - Maintain Loyalty,14,16,10731.34
16168,VIP Loyal,P2 - Maintain Loyalty,11,66,10636.47
13324,VIP Loyal,P2 - Maintain Loyalty,36,18,10513.47
15290,VIP Loyal,P2 - Maintain Loyalty,5,26,10496.28
16782,VIP Loyal,P2 - Maintain Loyalty,10,38,10438.41
15296,VIP Loyal,P2 - Maintain Loyalty,51,12,10342.83
14422,VIP Loyal,P2 - Maintain Loyalty,1,19,10271.52
15719,VIP Loyal,P2 - Maintain Loyalty,33,31,10223.06
17160,VIP Loyal,P2 - Maintain Loyalty,31,17,10209.16
15805,VIP Loyal,P2 - Maintain Loyalty,23,30,10189.23
13599,VIP Loyal,P2 - Maintain Loyalty,1,33,10167.630000000001
15547,VIP Loyal,P2 - Maintain Loyalty,7,26,10154.39
14085,VIP Loyal,P2 - Maintain Loyalty,2,33,10104.97
12839,VIP Loyal,P2 - Maintain Loyalty,3,26,10071.73
12766,VIP Loyal,P2 - Maintain Loyalty,4,9,10068.28
13985,VIP Loyal,P2 - Maintain Loyalty,4,22,10020.86
16353,VIP Loyal,P2 - Maintain Loyalty,4,38,9999.460000000001
14755,VIP Loyal,P2 - Maintain Loyalty,10,25,9972.550000000001
16131,VIP Loyal,P2 - Maintain Loyalty,52,12,9957.42
17049,VIP Loyal,P2 - Maintain Loyalty,3,19,9947.48
14329,VIP Loyal,P2 - Maintain Loyalty,17,15,9927.22
16701,VIP Loyal,P2 - Maintain Loyalty,9,26,9916.73
18109,VIP Loyal,P2 - Maintain Loyalty,2,38,9893.96
13327,VIP Loyal,P2 - Maintain Loyalty,39,20,9879.48
12490,VIP Loyal,P2 - Maintain Loyalty,5,21,9823.64
13735,VIP Loyal,P2 - Maintain Loyalty,25,13,9813.22
14944,VIP Loyal,P2 - Maintain Loyalty,30,19,9784.67
17306,VIP Loyal,P2 - Maintain Loyalty,11,21,9782.35
13018,VIP Loyal,P2 - Maintain Loyalty,16,35,9763.16
13267,VIP Loyal,P2 - Maintain Loyalty,3,36,9758.26
13069,VIP Loyal,P2 - Maintain Loyalty,1,38,9683.13
12380,VIP Loyal,P2 - Maintain Loyalty,22,11,9676.300000000001
17315,VIP Loyal,P2 - Maintain Loyalty,2,43,9650.6
14135,VIP Loyal,P2 - Maintain Loyalty,2,24,9643.92
17811,VIP Loyal,P2 - Maintain Loyalty,4,47,9609.8
14060,VIP Loyal,P2 - Maintain Loyalty,5,30,9519.08
13999,VIP Loyal,P2 - Maintain Loyalty,10,29,9502.26
13174,VIP Loyal,P2 - Maintain Loyalty,16,12,9494.84
15298,VIP Loyal,P2 - Maintain Loyalty,2,23,9459.37
14146,VIP Loyal,P2 - Maintain Loyalty,9,12,9450.3
15727,VIP Loyal,P2 - Maintain Loyalty,17,15,9445.51
17757,VIP Loyal,P2 - Maintain Loyalty,1,56,9422.45
13758,VIP Loyal,P2 - Maintain Loyalty,12,15,9416.98
15981,VIP Loyal,P2 - Maintain Loyalty,25,21,9362.77
15570,VIP Loyal,P2 - Maintain Loyalty,7,25,9311.04
12747,VIP Loyal,P2 - Maintain Loyalty,2,26,9276.539999999999
15249,VIP Loyal,P2 - Maintain Loyalty,32,18,9266.0
14367,VIP Loyal,P2 - Maintain Loyalty,8,16,9261.52
13448,VIP Loyal,P2 - Maintain Loyalty,17,13,9240.87
14292,VIP Loyal,P2 - Maintain Loyalty,8,16,9226.25
13756,VIP Loyal,P2 - Maintain Loyalty,2,23,9207.5
16700,VIP Loyal,P2 - Maintain Loyalty,9,25,9167.710000000001
17068,VIP Loyal,P2 - Maintain Loyalty,12,47,9161.08
15867,VIP Loyal,P2 - Maintain Loyalty,5,31,9063.95
17576,VIP Loyal,P2 - Maintain Loyalty,8,41,9056.81
16186,VIP Loyal,P2 - Maintain Loyalty,23,26,9026.11
15150,VIP Loyal,P2 - Maintain Loyalty,17,13,9001.08
16722,VIP Loyal,P2 - Maintain Loyalty,17,22,8989.08
15903,VIP Loyal,P2 - Maintain Loyalty,10,12,8939.84
12359,VIP Loyal,P2 - Maintain Loyalty,58,10,8935.94
13269,VIP Loyal,P2 - Maintain Loyalty,1,28,8891.7
14709,VIP Loyal,P2 - Maintain Loyalty,15,25,8886.33
17396,VIP Loyal,P2 - Maintain Loyalty,39,14,8807.1
13047,VIP Loyal,P2 - Maintain Loyalty,32,24,8795.16
15984,VIP Loyal,P2 - Maintain Loyalty,3,30,8759.32
16532,VIP Loyal,P2 - Maintain Loyalty,18,5,8756.64
18041,VIP Loyal,P2 - Maintain Loyalty,12,38,8752.38
12957,VIP Loyal,P2 - Maintain Loyalty,10,13,8706.97
13263,VIP Loyal,P2 - Maintain Loyalty,1,39,8704.69
15955,VIP Loyal,P2 - Maintain Loyalty,24,22,8658.36
15497,VIP Loyal,P2 - Maintain Loyalty,18,9,8657.39
13148,VIP Loyal,P2 - Maintain Loyalty,29,26,8621.81
16945,VIP Loyal,P2 - Maintain Loyalty,22,33,8548.16
15281,VIP Loyal,P2 - Maintain Loyalty,59,16,8543.57
15270,VIP Loyal,P2 - Maintain Loyalty,16,21,8524.86
15786,VIP Loyal,P2 - Maintain Loyalty,46,5,8514.82
12798,VIP Loyal,P2 - Maintain Loyalty,10,4,8510.93
13209,VIP Loyal,P2 - Maintain Loyalty,30,13,8509.51
14286,VIP Loyal,P2 - Maintain Loyalty,24,7,8479.76
18139,VIP Loyal,P2 - Maintain Loyalty,18,6,8438.34
14057,VIP Loyal,P2 - Maintain Loyalty,24,22,8408.84
17611,VIP Loyal,P2 - Maintain Loyalty,7,28,8371.98
14676,VIP Loyal,P2 - Maintain Loyalty,31,12,8356.79
15034,VIP Loyal,P2 - Maintain Loyalty,16,14,8313.4
15998,VIP Loyal,P2 - Maintain Loyalty,37,16,8308.34
17686,VIP Loyal,P2 - Maintain Loyalty,7,9,8296.81
14030,VIP Loyal,P2 - Maintain Loyalty,18,20,8262.29
12720,VIP Loyal,P2 - Maintain Loyalty,3,30,8260.67
14525,VIP Loyal,P2 - Maintain Loyalty,20,17,8240.64
17365,VIP Loyal,P2 - Maintain Loyalty,13,15,8224.98
13381,VIP Loyal,P2 - Maintain Loyalty,32,12,8224.37
14056,VIP Loyal,P2 - Maintain Loyalty,1,23,8214.65
14395,VIP Loyal,P2 - Maintain Loyalty,2,20,8208.01
13139,VIP Loyal,P2 - Maintain Loyalty,16,8,8202.98
13426,VIP Loyal,P2 - Maintain Loyalty,1,22,8167.38
15544,VIP Loyal,P2 - Maintain Loyalty,9,20,8162.43
16672,VIP Loyal,P2 - Maintain Loyalty,2,20,8134.9400000000005
17593,VIP Loyal,P2 - Maintain Loyalty,4,11,8095.8
17426,VIP Loyal,P2 - Maintain Loyalty,8,13,8077.77
16767,VIP Loyal,P2 - Maintain Loyalty,31,15,8073.8
16670,VIP Loyal,P2 - Maintain Loyalty,17,20,8030.150000000001
12428,VIP Loyal,P2 - Maintain Loyalty,26,9,7956.46
14159,VIP Loyal,P2 - Maintain Loyalty,20,20,7938.01
16303,VIP Loyal,P2 - Maintain Loyalty,26,7,7928.27
12867,VIP Loyal,P2 - Maintain Loyalty,26,13,7913.29
14291,VIP Loyal,P2 - Maintain Loyalty,2,23,7904.1
13871,VIP Loyal,P2 - Maintain Loyalty,23,17,7885.85
12757,VIP Loyal,P2 - Maintain Loyalty,16,13,7857.1
15622,VIP Loyal,P2 - Maintain Loyalty,43,17,7852.61
14282,VIP Loyal,P2 - Maintain Loyalty,3,25,7849.66
15046,VIP Loyal,P2 - Maintain Loyalty,9,25,7812.389999999999
17091,VIP Loyal,P2 - Maintain Loyalty,3,19,7811.1
16592,VIP Loyal,P2 - Maintain Loyalty,4,28,7807.91
17238,VIP Loyal,P2 - Maintain Loyalty,3,32,7783.1
14800,VIP Loyal,P2 - Maintain Loyalty,48,17,7774.32
17730,VIP Loyal,P2 - Maintain Loyalty,3,20,7773.8
17739,VIP Loyal,P2 - Maintain Loyalty,12,18,7730.59
13534,VIP Loyal,P2 - Maintain Loyalty,2,35,7720.9
14688,VIP Loyal,P2 - Maintain Loyalty,8,28,7713.57
13137,VIP Loyal,P2 - Maintain Loyalty,11,16,7712.7
17696,VIP Loyal,P2 - Maintain Loyalty,38,27,7679.59
15301,VIP Loyal,P2 - Maintain Loyalty,51,17,7603.4400000000005
14145,VIP Loyal,P2 - Maintain Loyalty,47,7,7600.05
13709,VIP Loyal,P2 - Maintain Loyalty,4,18,7591.75
12841,VIP Loyal,P2 - Maintain Loyalty,5,40,7540.68
15179,VIP Loyal,P2 - Maintain Loyalty,18,13,7491.92
12429,VIP Loyal,P2 - Maintain Loyalty,9,8,7485.91
13815,VIP Loyal,P2 - Maintain Loyalty,22,8,7475.74
16242,VIP Loyal,P2 - Maintain Loyalty,8,14,7474.4
17602,VIP Loyal,P2 - Maintain Loyalty,2,14,7451.13
17690,VIP Loyal,P2 - Maintain Loyalty,30,20,7448.1
16570,VIP Loyal,P2 - Maintain Loyalty,15,20,7434.31
14243,VIP Loyal,P2 - Maintain Loyalty,9,17,7431.05
17965,VIP Loyal,P2 - Maintain Loyalty,38,29,7240.9800000000005
16729,VIP Loyal,P2 - Maintain Loyalty,38,21,7239.92
14092,VIP Loyal,P2 - Maintain Loyalty,8,24,7229.45
17231,VIP Loyal,P2 - Maintain Loyalty,12,25,7197.04
12712,VIP Loyal,P2 - Maintain Loyalty,29,21,7193.66
13451,VIP Loyal,P2 - Maintain Loyalty,26,11,7190.92
15950,VIP Loyal,P2 - Maintain Loyalty,32,10,7180.71
14841,VIP Loyal,P2 - Maintain Loyalty,53,14,7163.0
13983,VIP Loyal,P2 - Maintain Loyalty,30,21,7108.45
15521,VIP Loyal,P2 - Maintain Loyalty,40,16,7106.69
17769,VIP Loyal,P2 - Maintain Loyalty,13,17,7103.08
14113,VIP Loyal,P2 - Maintain Loyalty,4,16,7092.610000000001
16938,VIP Loyal,P2 - Maintain Loyalty,9,9,7043.18
13183,VIP Loyal,P2 - Maintain Loyalty,8,15,7036.18
17975,VIP Loyal,P2 - Maintain Loyalty,15,24,7028.83
13831,VIP Loyal,P2 - Maintain Loyalty,16,18,7023.58
12662,VIP Loyal,P2 - Maintain Loyalty,1,20,6988.02
16717,VIP Loyal,P2 - Maintain Loyalty,24,14,6986.2300000000005
16265,VIP Loyal,P2 - Maintain Loyalty,9,12,6935.17
16187,VIP Loyal,P2 - Maintain Loyalty,32,15,6911.4400000000005
13520,VIP Loyal,P2 - Maintain Loyalty,59,11,6909.4
12749,VIP Loyal,P2 - Maintain Loyalty,4,9,6897.36
16170,VIP Loyal,P2 - Maintain Loyalty,51,20,6869.0
15129,VIP Loyal,P2 - Maintain Loyalty,50,23,6860.18
16401,VIP Loyal,P2 - Maintain Loyalty,1,23,6849.15
12613,VIP Loyal,P2 - Maintain Loyalty,57,10,6835.07
12417,VIP Loyal,P2 - Maintain Loyalty,3,20,6816.91
12830,VIP Loyal,P2 - Maintain Loyalty,38,6,6814.64
16145,VIP Loyal,P2 - Maintain Loyalty,9,19,6805.4400000000005
15750,VIP Loyal,P2 - Maintain Loyalty,3,18,6797.191
14401,VIP Loyal,P2 - Maintain Loyalty,4,22,6795.9
13993,VIP Loyal,P2 - Maintain Loyalty,43,19,6775.71
14702,VIP Loyal,P2 - Maintain Loyalty,1,29,6754.22
18118,VIP Loyal,P2 - Maintain Loyalty,11,29,6733.22
14562,VIP Loyal,P2 - Maintain Loyalty,4,26,6729.400000000001
17838,VIP Loyal,P2 - Maintain Loyalty,27,13,6722.900000000001
12779,VIP Loyal,P2 - Maintain Loyalty,38,14,6722.2699999999995
14388,VIP Loyal,P2 - Maintain Loyalty,10,16,6701.0
12913,VIP Loyal,P2 - Maintain Loyalty,5,13,6700.860000000001
16497,VIP Loyal,P2 - Maintain Loyalty,50,23,6695.28
13384,VIP Loyal,P2 - Maintain Loyalty,31,11,6680.83
17700,VIP Loyal,P2 - Maintain Loyalty,17,14,6679.97
17001,VIP Loyal,P2 - Maintain Loyalty,1,19,6640.8
13953,VIP Loyal,P2 - Maintain Loyalty,7,12,6640.68
14440,VIP Loyal,P2 - Maintain Loyalty,8,13,6638.7300000000005
13394,VIP Loyal,P2 - Maintain Loyalty,2,19,6621.7
12626,VIP Loyal,P2 - Maintain Loyalty,23,9,6620.48
15514,VIP Loyal,P2 - Maintain Loyalty,12,18,6598.55
13015,VIP Loyal,P2 - Maintain Loyalty,53,11,6586.42
12836,VIP Loyal,P2 - Maintain Loyalty,59,15,6585.62
13883,VIP Loyal,P2 - Maintain Loyalty,11,15,6560.02
14766,VIP Loyal,P2 - Maintain Loyalty,8,11,6556.13
16655,VIP Loyal,P2 - Maintain Loyalty,18,13,6548.37
14221,VIP Loyal,P2 - Maintain Loyalty,42,17,6517.49
17419,VIP Loyal,P2 - Maintain Loyalty,11,18,6500.52
18061,VIP Loyal,P2 - Maintain Loyalty,22,28,6488.97
16940,VIP Loyal,P2 - Maintain Loyalty,52,8,6427.66
12656,VIP Loyal,P2 - Maintain Loyalty,17,8,6407.83
14390,VIP Loyal,P2 - Maintain Loyalty,10,13,6399.83
12406,VIP Loyal,P2 - Maintain Loyalty,22,5,6390.36
12356,VIP Loyal,P2 - Maintain Loyalty,23,6,6373.68
12484,VIP Loyal,P2 - Maintain Loyalty,33,12,6370.15
